mixture_ID,mixture_path,source_1_path,source_2_path,noise_path,length
1502-122619-0055_4014-186183-0020,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/mix_both/1502-122619-0055_4014-186183-0020.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s1/1502-122619-0055_4014-186183-0020.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s2/1502-122619-0055_4014-186183-0020.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/noise/1502-122619-0055_4014-186183-0020.wav,105000.0
3214-167607-0020_4014-186176-0030,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/mix_both/3214-167607-0020_4014-186176-0030.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s1/3214-167607-0020_4014-186176-0030.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s2/3214-167607-0020_4014-186176-0030.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/noise/3214-167607-0020_4014-186176-0030.wav,109880.0
5688-41232-0059_8324-286682-0048,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/mix_both/5688-41232-0059_8324-286682-0048.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s1/5688-41232-0059_8324-286682-0048.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s2/5688-41232-0059_8324-286682-0048.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/noise/5688-41232-0059_8324-286682-0048.wav,119240.0
8063-274112-0001_4441-76263-0015,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/mix_both/8063-274112-0001_4441-76263-0015.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s1/8063-274112-0001_4441-76263-0015.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s2/8063-274112-0001_4441-76263-0015.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/noise/8063-274112-0001_4441-76263-0015.wav,121880.0
3214-167606-0015_7302-86814-0044,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/mix_both/3214-167606-0015_7302-86814-0044.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s1/3214-167606-0015_7302-86814-0044.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s2/3214-167606-0015_7302-86814-0044.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/noise/3214-167606-0015_7302-86814-0044.wav,120800.0
8324-286682-0027_4014-186176-0011,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/mix_both/8324-286682-0027_4014-186176-0011.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s1/8324-286682-0027_4014-186176-0011.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s2/8324-286682-0027_4014-186176-0011.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/noise/8324-286682-0027_4014-186176-0011.wav,105600.0
3214-167606-0029_6415-111615-0038,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/mix_both/3214-167606-0029_6415-111615-0038.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s1/3214-167606-0029_6415-111615-0038.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s2/3214-167606-0029_6415-111615-0038.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/noise/3214-167606-0029_6415-111615-0038.wav,112640.0
8324-286682-0008_5688-15787-0036,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/mix_both/8324-286682-0008_5688-15787-0036.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s1/8324-286682-0008_5688-15787-0036.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s2/8324-286682-0008_5688-15787-0036.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/noise/8324-286682-0008_5688-15787-0036.wav,120080.0
7302-86814-0017_6415-100596-0004,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/mix_both/7302-86814-0017_6415-100596-0004.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s1/7302-86814-0017_6415-100596-0004.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s2/7302-86814-0017_6415-100596-0004.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/noise/7302-86814-0017_6415-100596-0004.wav,113400.0
8063-274117-0006_1502-122619-0084,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/mix_both/8063-274117-0006_1502-122619-0084.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s1/8063-274117-0006_1502-122619-0084.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s2/8063-274117-0006_1502-122619-0084.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/noise/8063-274117-0006_1502-122619-0084.wav,54800.0
8063-274112-0000_374-180299-0001,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/mix_both/8063-274112-0000_374-180299-0001.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s1/8063-274112-0000_374-180299-0001.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s2/8063-274112-0000_374-180299-0001.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/noise/8063-274112-0000_374-180299-0001.wav,82560.0
5688-41232-0075_4441-76250-0000,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/mix_both/5688-41232-0075_4441-76250-0000.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s1/5688-41232-0075_4441-76250-0000.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s2/5688-41232-0075_4441-76250-0000.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/noise/5688-41232-0075_4441-76250-0000.wav,101960.0
374-180298-0060_1502-122619-0087,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/mix_both/374-180298-0060_1502-122619-0087.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s1/374-180298-0060_1502-122619-0087.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s2/374-180298-0060_1502-122619-0087.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/noise/374-180298-0060_1502-122619-0087.wav,67801.0
4441-76263-0032_1502-122615-0032,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/mix_both/4441-76263-0032_1502-122615-0032.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s1/4441-76263-0032_1502-122615-0032.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s2/4441-76263-0032_1502-122615-0032.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/noise/4441-76263-0032_1502-122615-0032.wav,103360.0
4014-186183-0000_8324-286683-0024,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/mix_both/4014-186183-0000_8324-286683-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s1/4014-186183-0000_8324-286683-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s2/4014-186183-0000_8324-286683-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/noise/4014-186183-0000_8324-286683-0024.wav,100000.0
6415-111615-0037_4441-76262-0002,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/mix_both/6415-111615-0037_4441-76262-0002.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s1/6415-111615-0037_4441-76262-0002.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s2/6415-111615-0037_4441-76262-0002.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/noise/6415-111615-0037_4441-76262-0002.wav,114120.0
8324-286681-0003_4014-186175-0021,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/mix_both/8324-286681-0003_4014-186175-0021.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s1/8324-286681-0003_4014-186175-0021.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s2/8324-286681-0003_4014-186175-0021.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/noise/8324-286681-0003_4014-186175-0021.wav,116960.0
1502-122619-0052_374-180298-0030,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/mix_both/1502-122619-0052_374-180298-0030.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s1/1502-122619-0052_374-180298-0030.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s2/1502-122619-0052_374-180298-0030.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/noise/1502-122619-0052_374-180298-0030.wav,120840.0
7302-86814-0000_5688-15787-0012,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/mix_both/7302-86814-0000_5688-15787-0012.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s1/7302-86814-0000_5688-15787-0012.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s2/7302-86814-0000_5688-15787-0012.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/noise/7302-86814-0000_5688-15787-0012.wav,115520.0
7302-86814-0026_5688-41232-0054,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/mix_both/7302-86814-0026_5688-41232-0054.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s1/7302-86814-0026_5688-41232-0054.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/s2/7302-86814-0026_5688-41232-0054.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav8k/max/train-100-rand10-train/noise/7302-86814-0026_5688-41232-0054.wav,105240.0
